order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,customer_name,segment,age,country,city,state,postal_code,region,category,sub_category,product_name
4072,CA-2016-145303,28-08-2016,31-08-2016,First Class,TP-21415,FUR-BO-10003159,156.3728,2,0.32,-52.8908,Tom Prescott,Consumer,52,United States,Seattle,Washington,98115,West,Furniture,Bookcases,Sauder Camden County Collection Libraries  Planked Cherry Finish
4073,CA-2015-156104,06-12-2015,08-12-2015,Second Class,NP-18685,TEC-CO-10002095,999.98,2,0,449.991,Nora Pelletier,Home Office,42,United States,Niagara Falls,New York,14304,East,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer
4074,US-2015-164308,24-09-2015,27-09-2015,First Class,SC-20680,TEC-PH-10004120,821.94,6,0,213.7044,Steve Carroll,Home Office,31,United States,Columbus,Georgia,31907,South,Technology,Phones,AT&T 1080 Phone
4075,CA-2017-108112,15-11-2017,20-11-2017,Standard Class,DK-12895,FUR-FU-10003553,220.064,4,0.2,55.016,Dana Kaydos,Consumer,47,United States,Kenosha,Wisconsin,53142,Central,Furniture,Furnishings,Howard Miller 13-1/2 Diameter Rosebrook Wall Clock
4076,CA-2017-108112,15-11-2017,20-11-2017,Standard Class,DK-12895,FUR-FU-10001488,339.136,4,0.2,0,Dana Kaydos,Consumer,47,United States,Kenosha,Wisconsin,53142,Central,Furniture,Furnishings,Tenex 46 x 60 Computer Anti-Static Chairmat  Rectangular Shaped
4077,CA-2015-100685,19-12-2015,21-12-2015,Second Class,SM-20950,OFF-BI-10003094,7.04,2,0,3.3088,Suzanne McNair,Corporate,54,United States,Greenville,North Carolina,27834,South,Office Supplies,Binders,Self-Adhesive Ring Binder Labels
4078,CA-2015-100685,19-12-2015,21-12-2015,Second Class,SM-20950,OFF-FA-10003472,5.04,4,0,0.2016,Suzanne McNair,Corporate,54,United States,Greenville,North Carolina,27834,South,Office Supplies,Fasteners,Bagged Rubber Bands
4079,CA-2015-100685,19-12-2015,21-12-2015,Second Class,SM-20950,OFF-PA-10001289,116.28,3,0,56.9772,Suzanne McNair,Corporate,54,United States,Greenville,North Carolina,27834,South,Office Supplies,Paper,White Computer Printout Paper by Universal
4080,CA-2015-165414,21-12-2015,24-12-2015,First Class,LS-17245,TEC-PH-10002293,47.976,3,0.2,4.7976,Lynn Smith,Consumer,59,United States,Gladstone,Missouri,64118,Central,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5
4081,CA-2016-140417,25-09-2016,29-09-2016,Standard Class,KE-16420,OFF-PA-10000380,60.048,9,0.2,22.518,Katrina Edelman,Corporate,53,United States,Bristol,Tennessee,37620,South,Office Supplies,Paper,REDIFORM Incoming/Outgoing Call Register  11 X 8 1/2  100 Messages
4082,CA-2016-140417,25-09-2016,29-09-2016,Standard Class,KE-16420,OFF-BI-10004828,5.022,1,0.7,-3.5154,Katrina Edelman,Corporate,53,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,GBC Poly Designer Binding Covers
4083,US-2017-151316,24-06-2017,30-06-2017,Standard Class,MC-17635,OFF-BI-10004632,182.994,3,0.8,-320.2395,Matthew Clasen,Corporate,49,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System
4084,US-2017-151316,24-06-2017,30-06-2017,Standard Class,MC-17635,OFF-PA-10000327,10.272,3,0.2,3.21,Matthew Clasen,Corporate,49,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Paper,Xerox 1971
4085,CA-2017-163692,07-09-2017,09-09-2017,First Class,Dp-13240,OFF-BI-10003291,7.857,3,0.7,-6.0237,Dean percer,Home Office,64,United States,Murray,Utah,84107,West,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings
4086,CA-2016-111913,04-08-2016,06-08-2016,Second Class,LC-16930,TEC-PH-10002275,302.384,2,0.2,30.2384,Linda Cazamias,Corporate,31,United States,Naperville,Illinois,60540,Central,Technology,Phones,Mitel 5320 IP Phone VoIP phone
4087,CA-2016-111913,04-08-2016,06-08-2016,Second Class,LC-16930,OFF-BI-10003291,20.952,3,0.2,7.0713,Linda Cazamias,Corporate,31,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings
4088,CA-2016-111913,04-08-2016,06-08-2016,Second Class,LC-16930,OFF-BI-10000343,11.784,3,0.2,3.9771,Linda Cazamias,Corporate,31,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,Pressboard Covers with Storage Hooks  9 1/2 x 11  Light Blue
4089,US-2014-156559,19-08-2014,26-08-2014,Standard Class,LH-16900,FUR-BO-10000711,638.82,9,0,172.4814,Lena Hernandez,Consumer,66,United States,Dover,Delaware,19901,East,Furniture,Bookcases,Hon Metal Bookcases  Gray
4090,CA-2016-161473,01-04-2016,05-04-2016,Standard Class,TB-21175,OFF-LA-10001297,20.7,2,0,9.936,Thomas Boland,Corporate,45,United States,Houston,Texas,77041,Central,Office Supplies,Labels,Avery 473
4091,CA-2016-161473,01-04-2016,05-04-2016,Standard Class,TB-21175,OFF-SU-10001574,10.95,3,0,3.285,Thomas Boland,Corporate,45,United States,Houston,Texas,77041,Central,Office Supplies,Supplies,Acme Value Line Scissors
4092,CA-2016-161473,01-04-2016,05-04-2016,Standard Class,TB-21175,OFF-BI-10003305,14.352,3,0.2,4.6644,Thomas Boland,Corporate,45,United States,Houston,Texas,77041,Central,Office Supplies,Binders,Avery Hanging File Binders
4093,CA-2017-166576,16-05-2017,18-05-2017,First Class,JM-15865,OFF-ST-10002574,221.024,2,0.2,-55.256,John Murray,Consumer,66,United States,Jamestown,New York,14701,East,Office Supplies,Storage,SAFCO Commercial Wire Shelving  Black
4094,CA-2015-102491,24-08-2015,28-08-2015,Standard Class,KW-16435,TEC-MA-10000864,3080,7,0,1416.8,Katrina Willman,Consumer,48,United States,New York City,New York,10009,East,Technology,Machines,Cisco 9971 IP Video Phone Charcoal
4095,CA-2015-102491,24-08-2015,28-08-2015,Standard Class,KW-16435,TEC-AC-10003289,79.96,4,0,18.3908,Katrina Willman,Consumer,48,United States,New York City,New York,10009,East,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard
4096,CA-2015-102491,24-08-2015,28-08-2015,Standard Class,KW-16435,TEC-PH-10001619,587.97,3,0,170.5113,Katrina Willman,Consumer,48,United States,New York City,New York,10009,East,Technology,Phones,LG G3
4097,CA-2014-116904,23-09-2014,28-09-2014,Standard Class,SC-20095,OFF-PA-10004888,32.4,5,0,15.552,Sanjit Chand,Consumer,27,United States,Concord,California,94521,West,Office Supplies,Paper,Xerox 217
4098,CA-2014-116904,23-09-2014,28-09-2014,Standard Class,SC-20095,OFF-ST-10000736,404.9,5,0,16.196,Sanjit Chand,Consumer,27,United States,Concord,California,94521,West,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black
4099,CA-2014-116904,23-09-2014,28-09-2014,Standard Class,SC-20095,OFF-BI-10001120,9449.95,5,0,4630.4755,Sanjit Chand,Consumer,27,United States,Concord,California,94521,West,Office Supplies,Binders,Ibico EPK-21 Electric Binding System
4100,CA-2014-116904,23-09-2014,28-09-2014,Standard Class,SC-20095,OFF-BI-10000301,12.94,2,0,6.47,Sanjit Chand,Consumer,27,United States,Concord,California,94521,West,Office Supplies,Binders,GBC Instant Report Kit
4101,US-2017-102288,19-06-2017,23-06-2017,Standard Class,ZC-21910,OFF-AP-10004655,2.264,1,0.8,-5.2072,Zuschuss Carroll,Consumer,61,United States,Salem,Oregon,97301,West,Office Supplies,Appliances,Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day  Replacement Filter
4102,US-2017-102288,19-06-2017,23-06-2017,Standard Class,ZC-21910,OFF-AP-10002906,0.444,1,0.8,-1.11,Zuschuss Carroll,Consumer,61,United States,Salem,Oregon,97301,West,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum
4103,US-2017-102288,19-06-2017,23-06-2017,Standard Class,ZC-21910,OFF-PA-10000740,146.176,8,0.2,47.5072,Zuschuss Carroll,Consumer,61,United States,Salem,Oregon,97301,West,Office Supplies,Paper,Xerox 1982
4104,CA-2017-137456,21-12-2017,21-12-2017,Same Day,RB-19465,FUR-FU-10001940,15.92,2,0,7.0048,Rick Bensley,Home Office,18,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,Staple-based wall hangings
4105,US-2017-155999,07-08-2017,13-08-2017,Standard Class,JK-15370,TEC-PH-10000439,159.96,5,0.2,17.9955,Jay Kimmel,Consumer,27,United States,Long Beach,California,90805,West,Technology,Phones,GE DSL Phone Line Filter
4106,US-2017-155999,07-08-2017,13-08-2017,Standard Class,JK-15370,OFF-BI-10000404,13.76,2,0.2,4.644,Jay Kimmel,Consumer,27,United States,Long Beach,California,90805,West,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs
4107,US-2016-148334,22-08-2016,26-08-2016,Standard Class,DD-13570,OFF-BI-10003676,4.312,2,0.8,-6.8992,Dorothy Dickinson,Consumer,32,United States,Houston,Texas,77041,Central,Office Supplies,Binders,GBC Standard Recycled Report Covers  Clear Plastic Sheets
4108,CA-2015-105599,07-09-2015,07-09-2015,Same Day,MC-17275,OFF-ST-10002486,13.96,2,0,0.2792,Marc Crier,Consumer,24,United States,Lafayette,Louisiana,70506,South,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins
4109,CA-2015-105599,07-09-2015,07-09-2015,Same Day,MC-17275,FUR-TA-10003837,27.414,3,0.4,-14.1639,Marc Crier,Consumer,24,United States,Lafayette,Louisiana,70506,South,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories
4110,CA-2015-153717,25-12-2015,01-01-2016,Standard Class,DL-13495,TEC-PH-10002923,73.98,2,0,19.9746,Dionis Lloyd,Corporate,52,United States,San Francisco,California,94110,West,Technology,Phones,Logitech B530 USB Headset - headset - Full size  Binaural
4111,CA-2015-153717,25-12-2015,01-01-2016,Standard Class,DL-13495,FUR-BO-10004360,160.98,1,0,20.9274,Dionis Lloyd,Corporate,52,United States,San Francisco,California,94110,West,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases
4112,CA-2015-153717,25-12-2015,01-01-2016,Standard Class,DL-13495,OFF-PA-10002160,17.34,3,0,8.4966,Dionis Lloyd,Corporate,52,United States,San Francisco,California,94110,West,Office Supplies,Paper,Xerox 1978
4113,CA-2015-153717,25-12-2015,01-01-2016,Standard Class,DL-13495,OFF-AR-10002375,3.28,1,0,0.9512,Dionis Lloyd,Corporate,52,United States,San Francisco,California,94110,West,Office Supplies,Art,Newell 351
4114,CA-2015-116687,02-05-2015,07-05-2015,Standard Class,NC-18625,OFF-LA-10000443,8.856,3,0.2,2.9889,Noah Childs,Corporate,48,United States,Aurora,Colorado,80013,West,Office Supplies,Labels,Avery 501
4115,CA-2015-116687,02-05-2015,07-05-2015,Standard Class,NC-18625,TEC-PH-10001750,158.376,3,0.2,13.8579,Noah Childs,Corporate,48,United States,Aurora,Colorado,80013,West,Technology,Phones,Samsung Rugby III
4116,CA-2016-163573,24-11-2016,27-11-2016,First Class,AC-10450,OFF-BI-10004632,1219.96,5,0.2,381.2375,Amy Cox,Consumer,46,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System
4117,CA-2015-153416,24-11-2015,29-11-2015,Standard Class,TS-21340,OFF-BI-10002813,3.168,2,0.2,0.99,Toby Swindell,Consumer,67,United States,Houston,Texas,77041,Central,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages
4118,CA-2015-153416,24-11-2015,29-11-2015,Standard Class,TS-21340,OFF-PA-10002005,19.44,3,0,9.3312,Toby Swindell,Consumer,67,United States,Houston,Texas,77041,Central,Office Supplies,Paper,Xerox 225
4119,CA-2015-153416,24-11-2015,29-11-2015,Standard Class,TS-21340,OFF-ST-10000060,454.86,7,0,54.5832,Toby Swindell,Consumer,67,United States,Houston,Texas,77041,Central,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System
4120,CA-2015-153416,24-11-2015,29-11-2015,Standard Class,TS-21340,OFF-BI-10002706,91.392,8,0.2,29.7024,Toby Swindell,Consumer,67,United States,Houston,Texas,77041,Central,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings
4121,CA-2017-117394,04-09-2017,10-09-2017,Standard Class,MM-17920,TEC-AC-10000199,19.04,4,0.2,-1.428,Michael Moore,Consumer,41,United States,San Francisco,California,94110,West,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0
4122,CA-2017-133823,11-05-2017,12-05-2017,Same Day,LP-17080,OFF-PA-10002870,37.44,6,0,16.848,Liz Pelletier,Consumer,22,United States,San Francisco,California,94110,West,Office Supplies,Paper,Ampad Phone Message Book  Recycled  400 Message Capacity  5 ¾” x 11”
4123,CA-2017-133823,11-05-2017,12-05-2017,Same Day,LP-17080,OFF-LA-10004545,37.59,3,0,17.6673,Liz Pelletier,Consumer,22,United States,San Francisco,California,94110,West,Office Supplies,Labels,Avery 50
4124,CA-2017-133823,11-05-2017,12-05-2017,Same Day,LP-17080,OFF-BI-10000962,26.032,2,0.2,9.4366,Liz Pelletier,Consumer,22,United States,San Francisco,California,94110,West,Office Supplies,Binders,Acco Flexible ACCOHIDE Square Ring Data Binder  Dark Blue  11 1/2 X 14 7/8
4125,CA-2014-127523,11-05-2014,18-05-2014,Standard Class,BG-11695,OFF-AP-10004249,35.91,3,0,9.6957,Brooke Gillingham,Corporate,46,United States,Cincinnati,Ohio,45231,East,Office Supplies,Appliances,Staple holder
4126,CA-2017-123239,27-07-2017,31-07-2017,Second Class,MG-18145,FUR-FU-10001602,91.032,3,0.2,-2.2758,Mike Gockenbach,Consumer,51,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,Eldon Delta Triangular Chair Mat  52 x 58  Clear
4127,CA-2017-156769,06-05-2017,09-05-2017,First Class,GZ-14470,OFF-AR-10003179,54.66,6,0,18.0378,Gary Zandusky,Consumer,64,United States,Rochester,Minnesota,55901,Central,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils
4128,CA-2014-127299,19-09-2014,24-09-2014,Standard Class,JL-15835,OFF-ST-10003722,67.344,6,0.2,7.5762,John Lee,Consumer,57,United States,Mission Viejo,California,92691,West,Office Supplies,Storage,Project Tote Personal File
4129,CA-2014-127299,19-09-2014,24-09-2014,Standard Class,JL-15835,TEC-MA-10001127,2624.985,3,0.5,-944.9946,John Lee,Consumer,57,United States,Mission Viejo,California,92691,West,Technology,Machines,HP Designjet T520 Inkjet Large Format Printer - 24 Color
4130,CA-2015-121272,29-03-2015,04-04-2015,Standard Class,DO-13435,OFF-AP-10001947,73.28,4,0,21.2512,Denny Ordway,Consumer,25,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor
4131,CA-2014-115336,18-11-2014,25-11-2014,Standard Class,AB-10600,OFF-BI-10001107,14.48,5,0.8,-23.892,Ann Blume,Corporate,34,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,GBC White Gloss Covers  Plain Front
4132,CA-2015-111703,02-07-2015,09-07-2015,Standard Class,KB-16315,OFF-PA-10000349,11.952,3,0.2,4.0338,Karl Braun,Consumer,70,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,Easy-staple paper
4133,CA-2015-111703,02-07-2015,09-07-2015,Standard Class,KB-16315,OFF-PA-10003349,15.552,3,0.2,5.6376,Karl Braun,Consumer,70,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,Xerox 1957
4134,CA-2014-128839,08-09-2014,13-09-2014,Standard Class,TT-21070,OFF-FA-10002280,45,9,0,21.6,Ted Trevino,Consumer,67,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,Advantus Plastic Paper Clips
4135,CA-2014-128839,08-09-2014,13-09-2014,Standard Class,TT-21070,TEC-MA-10000029,209.97,3,0,90.2871,Ted Trevino,Consumer,67,United States,Los Angeles,California,90045,West,Technology,Machines,Epson WorkForce WF-2530 All-in-One Printer  Copier Scanner
4136,CA-2017-105914,02-10-2017,08-10-2017,Standard Class,PV-18985,OFF-BI-10002854,112.12,5,0.2,42.045,Paul Van Hugh,Home Office,64,United States,San Francisco,California,94122,West,Office Supplies,Binders,Performers Binder/Pad Holder  Black
4137,CA-2017-105914,02-10-2017,08-10-2017,Standard Class,PV-18985,OFF-ST-10003716,1575.14,7,0,204.7682,Paul Van Hugh,Home Office,64,United States,San Francisco,California,94122,West,Office Supplies,Storage,Tennsco Double-Tier Lockers
4138,CA-2017-110926,19-11-2017,23-11-2017,Standard Class,DD-13570,OFF-FA-10000624,25.06,7,0,12.53,Dorothy Dickinson,Consumer,32,United States,Houston,Texas,77041,Central,Office Supplies,Fasteners,OIC Binder Clips
4139,CA-2016-117226,30-12-2016,01-01-2017,First Class,KD-16495,OFF-BI-10004654,6.924,6,0.8,-10.386,Keith Dawkins,Corporate,68,United States,New York City,New York,10009,East,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets
4140,CA-2017-127313,01-12-2017,04-12-2017,First Class,RA-19285,OFF-ST-10001228,37.392,3,0.2,2.337,Ralph Arnett,Consumer,45,United States,New York City,New York,10035,East,Office Supplies,Storage,Fellowes Personal Hanging Folder Files  Navy
4141,CA-2017-127313,01-12-2017,04-12-2017,First Class,RA-19285,FUR-FU-10003798,79.12,5,0.2,13.846,Ralph Arnett,Consumer,45,United States,New York City,New York,10035,East,Furniture,Furnishings,Ultra Door Kickplate  8H x 34W
4142,CA-2016-136287,13-06-2016,17-06-2016,Standard Class,SS-20590,OFF-LA-10003148,18.9,3,0,8.694,Sonia Sunley,Consumer,51,United States,Seattle,Washington,98115,West,Office Supplies,Labels,Avery 51
4143,US-2014-107699,19-05-2014,23-05-2014,Standard Class,JH-15820,OFF-BI-10001249,57.42,9,0,26.4132,John Huston,Consumer,37,United States,Kent,Ohio,44240,East,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings
4144,CA-2017-112725,30-01-2017,06-02-2017,Standard Class,EH-14125,OFF-AR-10003759,12.74,7,0,5.733,Eugene Hildebrand,Home Office,41,United States,Aurora,Illinois,60505,Central,Office Supplies,Art,Crayola Anti Dust Chalk  12/Pack
4145,CA-2017-112725,30-01-2017,06-02-2017,Standard Class,EH-14125,OFF-AR-10001227,8.82,3,0,2.3814,Eugene Hildebrand,Home Office,41,United States,Aurora,Illinois,60505,Central,Office Supplies,Art,Newell 338
4146,CA-2017-112725,30-01-2017,06-02-2017,Standard Class,EH-14125,FUR-CH-10000863,120.784,1,0.2,-13.5882,Eugene Hildebrand,Home Office,41,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,Novimex Swivel Fabric Task Chair
4147,CA-2015-136196,28-11-2015,04-12-2015,Standard Class,TP-21415,FUR-FU-10004017,322.59,3,0,64.518,Tom Prescott,Consumer,52,United States,Seattle,Washington,98115,West,Furniture,Furnishings,Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet  Computer  39 x 49
4148,CA-2017-106068,23-10-2017,28-10-2017,Standard Class,RB-19330,OFF-BI-10000962,9.762,3,0.8,-15.1311,Randy Bradley,Consumer,63,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,Acco Flexible ACCOHIDE Square Ring Data Binder  Dark Blue  11 1/2 X 14 7/8
4149,CA-2017-106068,23-10-2017,28-10-2017,Standard Class,RB-19330,OFF-ST-10004507,13.72,1,0.2,1.2005,Randy Bradley,Consumer,63,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,Advantus Rolling Storage Box
4150,CA-2017-106068,23-10-2017,28-10-2017,Standard Class,RB-19330,TEC-AC-10002942,55.2,1,0.2,-2.07,Randy Bradley,Consumer,63,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive
4151,CA-2017-106068,23-10-2017,28-10-2017,Standard Class,RB-19330,OFF-ST-10002344,259.136,4,0.2,-58.3056,Randy Bradley,Consumer,63,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,Carina 42Hx23 3/4W Media Storage Unit
4152,CA-2017-100160,07-09-2017,11-09-2017,Standard Class,CB-12025,OFF-LA-10002475,29.24,5,0.2,9.8685,Cassandra Brandow,Consumer,43,United States,Hamilton,Ohio,45011,East,Office Supplies,Labels,Avery 519
4153,CA-2017-100160,07-09-2017,11-09-2017,Standard Class,CB-12025,OFF-PA-10003072,15.552,3,0.2,5.4432,Cassandra Brandow,Consumer,43,United States,Hamilton,Ohio,45011,East,Office Supplies,Paper,Eureka Recycled Copy Paper 8 1/2 x 11  Ream
4154,CA-2017-100160,07-09-2017,11-09-2017,Standard Class,CB-12025,OFF-EN-10001509,4.896,3,0.2,1.6524,Cassandra Brandow,Consumer,43,United States,Hamilton,Ohio,45011,East,Office Supplies,Envelopes,Poly String Tie Envelopes
4155,CA-2016-139689,29-12-2016,03-01-2017,Standard Class,MP-17965,OFF-BI-10004781,38.088,4,0.7,-27.9312,Michael Paige,Corporate,18,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,GBC Wire Binding Strips
4156,CA-2016-139689,29-12-2016,03-01-2017,Standard Class,MP-17965,OFF-BI-10000145,2.808,3,0.7,-1.9656,Michael Paige,Corporate,18,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,Zipper Ring Binder Pockets
4157,CA-2015-101091,05-12-2015,09-12-2015,Second Class,SW-20245,TEC-AC-10003280,47.984,2,0.2,0.5998,Scot Wooten,Consumer,20,United States,Stockton,California,95207,West,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard
4158,CA-2015-101091,05-12-2015,09-12-2015,Second Class,SW-20245,OFF-BI-10001107,26.064,6,0.7,-19.9824,Scot Wooten,Consumer,20,United States,Stockton,California,95207,West,Office Supplies,Binders,GBC White Gloss Covers  Plain Front
4159,CA-2014-126907,01-11-2014,08-11-2014,Standard Class,SM-20950,OFF-PA-10000533,15.696,3,0.2,5.1012,Suzanne McNair,Corporate,54,United States,Greenville,North Carolina,27834,South,Office Supplies,Paper,Southworth Parchment Paper & Envelopes
4160,US-2016-164588,16-04-2016,23-04-2016,Standard Class,AP-10915,OFF-AR-10003056,12.84,3,0,3.7236,Arthur Prichep,Consumer,61,United States,Palm Coast,Florida,32137,South,Office Supplies,Art,Newell 341
4161,CA-2017-115546,14-05-2017,18-05-2017,Standard Class,AH-10465,TEC-PH-10002834,539.97,3,0,134.9925,Amy Hunt,Consumer,24,United States,New York City,New York,10035,East,Technology,Phones,Google Nexus 5
4162,CA-2017-115546,14-05-2017,18-05-2017,Standard Class,AH-10465,OFF-ST-10002214,22.58,2,0,5.8708,Amy Hunt,Consumer,24,United States,New York City,New York,10035,East,Office Supplies,Storage,X-Rack File for Hanging Folders
4163,CA-2015-163587,14-03-2015,18-03-2015,Standard Class,EP-13915,OFF-LA-10004484,16.52,4,0,7.5992,Emily Phan,Consumer,38,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,Avery 476
4164,CA-2015-163587,14-03-2015,18-03-2015,Standard Class,EP-13915,OFF-BI-10003091,671.94,3,0,315.8118,Emily Phan,Consumer,38,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine
4165,US-2017-106131,14-01-2017,16-01-2017,First Class,TP-21565,TEC-AC-10003027,169.064,7,0.2,-14.7931,Tracy Poddar,Corporate,25,United States,Aurora,Colorado,80013,West,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive
4166,US-2017-106131,14-01-2017,16-01-2017,First Class,TP-21565,OFF-ST-10003638,168.624,9,0.2,14.7546,Tracy Poddar,Corporate,25,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,Mobile Personal File Cube
4167,CA-2015-160213,08-03-2015,13-03-2015,Standard Class,AR-10825,OFF-PA-10003848,19.44,3,0,9.3312,Anthony Rawles,Corporate,39,United States,Vancouver,Washington,98661,West,Office Supplies,Paper,Xerox 1997
4168,CA-2014-157924,11-10-2014,13-10-2014,First Class,HA-14920,OFF-ST-10002352,31.92,4,0,8.2992,Helen Andreada,Consumer,48,United States,Pasadena,California,91104,West,Office Supplies,Storage,Iris Project Case
4169,CA-2014-157924,11-10-2014,13-10-2014,First Class,HA-14920,FUR-CH-10000229,433.568,2,0.2,-65.0352,Helen Andreada,Consumer,48,United States,Pasadena,California,91104,West,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs
4170,CA-2015-100216,13-04-2015,14-04-2015,First Class,HJ-14875,OFF-PA-10000788,31.104,6,0.2,10.8864,Heather Jas,Home Office,32,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,Xerox 210
4171,CA-2015-100216,13-04-2015,14-04-2015,First Class,HJ-14875,OFF-PA-10002968,54.816,3,0.2,17.8152,Heather Jas,Home Office,32,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,Xerox 1973
4172,CA-2017-100601,16-11-2017,20-11-2017,Standard Class,JK-15370,OFF-ST-10002486,48.86,7,0,0.9772,Jay Kimmel,Consumer,27,United States,Long Beach,California,90805,West,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins
4173,CA-2016-152163,01-07-2016,01-07-2016,Same Day,JF-15355,OFF-BI-10002215,14.2,2,0,6.532,Jay Fein,Consumer,70,United States,Austin,Texas,78745,Central,Office Supplies,Binders,Wilson Jones Hanging View Binder  White  1
4174,CA-2016-152163,01-07-2016,01-07-2016,Same Day,JF-15355,OFF-PA-10000788,12.96,2,0,6.2208,Jay Fein,Consumer,70,United States,Austin,Texas,78745,Central,Office Supplies,Paper,Xerox 210
4175,CA-2016-152163,01-07-2016,01-07-2016,Same Day,JF-15355,OFF-BI-10003364,58.34,2,0,28.0032,Jay Fein,Consumer,70,United States,Austin,Texas,78745,Central,Office Supplies,Binders,Binding Machine Supplies
4176,CA-2015-154340,29-11-2015,30-11-2015,First Class,EK-13795,OFF-AR-10003582,56.3,2,0,15.764,Eileen Kiefer,Home Office,25,United States,Santa Ana,California,92704,West,Office Supplies,Art,Boston Electric Pencil Sharpener  Model 1818  Charcoal Black
4177,CA-2014-128846,07-04-2014,12-04-2014,Standard Class,RS-19765,TEC-PH-10003273,629.95,5,0,163.787,Roland Schwarz,Corporate,45,United States,Mount Vernon,New York,10550,East,Technology,Phones,AT&T TR1909W
4178,CA-2014-128846,07-04-2014,12-04-2014,Standard Class,RS-19765,OFF-PA-10000100,122.97,3,0,60.2553,Roland Schwarz,Corporate,45,United States,Mount Vernon,New York,10550,East,Office Supplies,Paper,Xerox 1945
4179,CA-2016-148593,16-06-2016,18-06-2016,Second Class,BD-11320,OFF-PA-10001776,46.35,5,0,21.7845,Bill Donatelli,Consumer,68,United States,San Francisco,California,94110,West,Office Supplies,Paper,Wirebound Message Books  Four 2 3/4 x 5 Forms per Page  600 Sets per Book
4180,US-2017-119039,06-03-2017,10-03-2017,Standard Class,BF-11170,OFF-BI-10004182,14.976,9,0.2,5.4288,Ben Ferrer,Home Office,19,United States,Los Angeles,California,90036,West,Office Supplies,Binders,Economy Binders
4181,CA-2017-128426,07-10-2017,11-10-2017,Standard Class,JK-15730,OFF-BI-10000756,4.24,5,0.8,-6.36,Joe Kamberova,Consumer,69,United States,Asheville,North Carolina,28806,South,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders
